newID,Study_Number,Utterance_Number,Search_Task,Task_Order,System_Number,Action,Speaker,Content,Duration,Speech_Act,Search_Action
1280,14,14,Sickness,0,0,Speech,User,Do you know what kind of things trigger my allergies?,10,S1,
1281,14,16,Sickness,0,0,Speech,Agent, Okay. Please let me look into it. Give me a few minutes.,9,S2,
1282,14,,Sickness,0,0,Search,Agent,,8,,SR1
1283,14,,Sickness,0,0,Search,Agent,,8,,SR2
1284,14,17,Sickness,0,0,Speech,Agent," This is what I found from Google. Many things can trigger allergies. The most common or pollen, dust mites, mold, animal dander, insect stings, latex and certain food and medications. it's hard to tell what's causing them or if they become too hard to handle on your own see a doctor about getting allergy tests",22,S4,
1285,14,18,Sickness,0,0,Speech,User,Joanna how does a person given allergy test work out?,9,S1,
1286,14,19,Sickness,0,0,Speech,Agent, I did not hear you properly. Can you please repeat it?,3,S9,
1287,14,20,Sickness,0,0,Speech,User,Joanna I am wondering what is the procedure for an allergy test,6,S1,
1288,14,21,Sickness,0,0,Speech,Agent, Okay. Please let me look into it. Give me a few minutes.,13,S2,
1289,14,,Sickness,0,0,Search,Agent,,7,,SR1
1290,14,,Sickness,0,0,Search,Agent,,7,,SR2
1291,14,22,Sickness,0,0,Speech,Agent," This is what I found from Google. A skin prick test also called the puncture or scratch Test check for immediate allergic reactions to as many as 40 different substances at once. This test is usually done to identify allergies to pollen, Mold, Pet dander, dust mite and foods. In adults, the test is usually done in the forearm.",22,S4,
1292,14,23,Sickness,0,0,Speech,User,Joanna does this allergy test hurt?,8,S1,
1293,14,24,Sickness,0,0,Speech,Agent, I could not hear you properly. Can you please repeat it?,4,S9,
1294,14,25,Sickness,0,0,Speech,User,Does the allergy test hurt?,6,S1,
1295,14,26,Sickness,0,0,Speech,Agent, Okay. Please let me look into it. Gives me a few minutes.,10,S2,
1296,14,,Sickness,0,0,Search,Agent,,12,,SR1
1297,14,,Sickness,0,0,Search,Agent,,12,,SR2
1298,14,27,Sickness,0,0,Speech,Agent,This is what I found on Google. Allergy skin tests aren't painful. This type of testing uses needles lancets that barely penetrate the skin's surface. You won’t bleed or feel more than mild momentary discomfort.,15,S4,
1299,14,28,Sickness,0,0,Speech,User,Joanna how soon does allergy test perform,9,S1,
1300,14,29,Sickness,0,0,Speech,Agent, I'm having a problem processing the request. Can you restate the question? Really?,5,S9,
1301,14,30,Sickness,0,0,Speech,User,How soon allergy test can be performed,11,S1,
1302,14,31,Sickness,0,0,Speech,Agent, I'm having a problem processing your request. Can you restate the question slowly,7,S9,
1303,14,32,Sickness,0,0,Speech,User,Joanna how soon can this allergy test be performed,7,S1,
1304,14,33,Sickness,0,0,Speech,Agent, Okay. Please let me look into it. Gives me a few minutes.,16,S2,
1305,14,,Sickness,0,0,Search,Agent,,9,,SR1
1306,14,,Sickness,0,0,Search,Agent,,9,,SR2
1307,14,34,Sickness,0,0,Speech,Agent, What do you refer to when you say soon? When you asked. How soon could allergy tests to be performed?,7,S5,
1308,14,35,Sickness,0,0,Speech,User, Can I check for allergies in a child,11,S1,
1309,14,36,Sickness,0,0,Speech,Agent," If your child has adverse reactions to certain food, allergy testing is important to do for their safety. You can have your child tested at any age. However, skin tests generally aren't done in Children under the age of six months.",14,S4,
1310,14,37,Sickness,0,0,Speech,User,Joanna can you find me some home remedies for allergies?,8,S1,
1311,14,38,Sickness,0,0,Speech,Agent, Okay? Please let me look into it. Gives me a few minutes.,5,S2,
1312,14,,Sickness,0,0,Search,Agent,,4,,SR3
1313,14,39,Sickness,0,0,Speech,Agent, This information which I found on health line. You could use a dehumidifier or a high efficiency particulate air filter. Eye drops and nasal sprays can also help relieve itchiness.,14,S4,
1314,14,40,Sickness,0,0,Speech,User,Joanna when will my allergies go away after keeping these home remedies?,22,S1,
1315,14,41,Sickness,0,0,Speech,Agent, Okay. Please let me look into it. Gives me a few minutes.,22,S2,
1316,14,42,Sickness,0,0,Speech,Agent, The at home remedies are meant to help with the symptoms. Allergies do not necessarily go away,8,S4,
1317,14,43,Sickness,0,0,Speech,User,Joanna are allergies contagious,9,S1,
1318,14,,Sickness,0,0,Search,Agent,,5,,SR1
1319,14,,Sickness,0,0,Search,Agent,,5,,SR2
1320,14,44,Sickness,0,0,Speech,Agent," An allergy has an overactive immune response. Your body mistaking the attacks. Harmless matters such as pollen and animal dander thinking these are germs Your body then reacts as if you had a cold. You cannot catch an allergy from someone else. They're not contagious,",19,S4,
1321,14,45,Sickness,0,0,Speech,User,Joanna when are the symptoms of an allergic reaction begin to appear,7,S1,
1322,14,46,Sickness,0,0,Speech,Agent," Okay, Please let me look into it. Gives me a few minutes",19,S2,
1323,14,,Sickness,0,0,Search,Agent,,9,,SR1
1324,14,,Sickness,0,0,Search,Agent,,9,,SR2
1325,14,47,Sickness,0,0,Speech,Agent, for other people an allergic food reaction can be frightening and even life threatening food Allergy symptoms usually develop within a few minutes to hours after eating the offending food. The most common food allergy signs and symptoms include tingling or ditching in the mouth.,18,S4,
1327,14,48,Sickness,0,0,Speech,User," Okay. Thank you Joanna for your help  Bye, Joanna.",11,S7,
1328,14,0,Conference,1,1,Speech,User," Hi, Joanna.",3,S12,
1329,14,2,Conference,1,1,Speech,Agent, Hi. I am Joanna. How may I help you today?,4,S12,
1330,14,3,Conference,1,1,Speech,User,Joanna can you point to me what artificial intelligence is?,8,S1,
1331,14,4,Conference,1,1,Speech,Agent," Okay, Please let me look into it. Gives me a few minutes.",48,S2,
1332,14,5,Conference,1,1,Speech,Agent, I am going to query. What is artificial intelligence? Is that okay with you?,-4,S5,
1333,14,,Conference,1,1,Search,Agent,,18,,SR1
1334,14,,Conference,1,1,Search,Agent,,18,,SR2
1335,14,6,Conference,1,1,Speech,User," Okay,",1,S10,
1336,14,7,Conference,1,1,Speech,Agent, okay. Please let me look into it. Give me a few minutes.,27,S2,
1337,14,8,Conference,1,1,Speech,Agent," According to my Google search, artificial intelligence is the theory and development of computer systems able to perform tests that normally requires human intelligence. Such a visual perception, speech recognition, decision making and translation between languages",19,S4,
1338,14,9,Conference,1,1,Speech,User,Joanna would you consider yourself as a form of artificial intelligence?,20,S1,
1339,14,10,Conference,1,1,Speech,Agent, Okay. Please let me look into it. Gives me a few minutes.,40,S2,
1340,14,11,Conference,1,1,Speech,Agent," Yes, I do consider myself an AI, But to you remember the means to find an answer",8,S4,
1342,14,12,Conference,1,1,Speech,User,Can you repeat that Joanna Joanna can you repeat,12,S9,
1343,14,13,Conference,1,1,Speech,Agent," Yes, I do consider myself an AI, But to you remember the means to find an answer",13,S9,
1344,14,15,Conference,1,1,Speech,User,Joanna can you share what artificial intelligence conference are happening in North America next year?,9,S1,
1345,14,16,Conference,1,1,Speech,Agent," Okay, please let me look into it. Gives me a few minutes.",37,S2,
1346,14,17,Conference,1,1,Speech,Agent, I am going to query top artificial intelligence conferences in North America in 2020. Is that okay with you?,7,S5,
1347,14,18,Conference,1,1,Speech,User, Yes.,3,S10,
1348,14,19,Conference,1,1,Speech,Agent, Okay. Please let me look into it. Give me a few minutes.,13,S2,
1349,14,,Conference,1,1,Search,Agent,,20,,SR1
1350,14,,Conference,1,1,Search,Agent,,20,,SR3
1351,14,,Conference,1,1,Search,Agent,,7,,SR3
1352,14,20,Conference,1,1,Speech,Agent," I am trying to find the top artificial intelligence conferences in 2020 and located in North America from the Website Guide to Research. This is the one which I found  conference on computer vision and pattern recognition. It will be held between June 16th 2020 and June 18 2020 at Seattle, United States. AAAI conference on artificial intelligence. It will be held between February 7 2020 and February 12 2020 at New York.",58,S4,
1353,14,21,Conference,1,1,Speech,User,Joanna what is the most earliest conference happening in 2020 on Artificial Intelligence?,11,S1,
1354,14,22,Conference,1,1,Speech,Agent," Okay, Please let me look into It Gives me a few minutes.",28,S2,
1355,14,23,Conference,1,1,Speech,Agent, I am going to query earliest artificial intelligence in 2020 in North America. Is that okay with you?,14,S5,
1356,14,24,Conference,1,1,Speech,Agent, Okay. Please let me look into it. Gives me a few minutes.,16,S2,
1357,14,,Conference,1,1,Search,Agent,,46,,SR1
1358,14,,Conference,1,1,Search,Agent,,46,,SR4
1359,14,,Conference,1,1,Search,Agent,,7,,SR3
1360,14,25,Conference,1,1,Speech,Agent," This is what I found from the website Guide to Research Triple A I conference on artificial intelligence. It will be held between February 7th 2020 and February 12 2020 at New York, United States.",14,S4,
1361,14,26,Conference,1,1,Speech,User,Joanna who will be the presenter at that conference,21,S1,
1362,14,28,Conference,1,1,Speech,Agent, okay. Please let me look into it. Gives me a few minutes.,14,S2,
1363,14,29,Conference,1,1,Speech,Agent, I'm going to query presenters of AAAI conference on artificial intelligence. Is that okay with you?,8,S5,
1364,14,30,Conference,1,1,Speech,User, Yes.,6,S10,
1365,14,31,Conference,1,1,Speech,Agent, Okay. Please let me look into it. Give me a few minutes.,6,S2,
1366,14,,Conference,1,1,Search,Agent,,46,,SR1
1367,14,,Conference,1,1,Search,Agent,,46,,SR3
1368,14,32,Conference,1,1,Speech,Agent, I could not find the answer to the last query. Would you like to restate it or try another one?,7,S2,
1369,14,,Conference,1,1,Search,Agent,,47,,SR3
1370,14,,Conference,1,1,Search,Agent,,47,,SR1
1371,14,33,Conference,1,1,Speech,User,Joanna what topis will be discussed in AAAI conference in New York,10,S1,
1372,14,34,Conference,1,1,Speech,Agent, Okay. Please let me look into it. Gives me a few minutes.,40,S2,
1373,14,35,Conference,1,1,Speech,Agent, The Association for the Advancement of Artificial Intelligence is an international scientific society devoted to promote research in and responsible use of artificial intelligence.,11,S4,
1374,14,,Conference,1,1,Search,Agent,,19,,SR1
1375,14,,Conference,1,1,Search,Agent,,19,,SR3
1376,14,36,Conference,1,1,Speech,User, What other topics little bit they will be discussing at this conference Joanna,29,S1,
1377,14,37,Conference,1,1,Speech,Agent, they will also be discussing how to improve the teaching and training by practitioners and provide guidance for research planners and renders concerning the importance and potential of current AI developments and future directions.,36,S4,
1378,14,38,Conference,1,1,Speech,User,Joanna can you repeat,3,S9,
1379,14,39,Conference,1,1,Speech,Agent, they will also be discussing how to improve the teaching and training by practitioners and provide guidance for research planners and renders concerning the importance and potential of current AI developments and future directions.,32,S9,
1380,14,40,Conference,1,1,Speech,User,Joanna how long will the conference be,6,S1,
1381,14,41,Conference,1,1,Speech,Agent," Okay, Please let me look into it. Gives me a few minutes.",29,S2,
1382,14,42,Conference,1,1,Speech,Agent, I am going to query AAAI conference on artificial intelligence 2020 lengths. Is that okay with you?,7,S5,
1383,14,43,Conference,1,1,Speech,User, Yes.,3,S10,
1384,14,44,Conference,1,1,Speech,Agent, Okay. Please let me look into it. Gives me a few minutes.,11,S2,
1385,14,,Conference,1,1,Search,Agent,,15,,SR1
1386,14,,Conference,1,1,Search,Agent,,15,,SR2
1387,14,45,Conference,1,1,Speech,Agent, The 34th I conference on artificial intelligence. I 20 will be held February 7 to 12 2020.,16,S4,
1388,14,46,Conference,1,1,Speech,User,Joanna will there be  Any other presentations at this conference?,9,S1,
1389,14,47,Conference,1,1,Speech,Agent," Okay, please let me look into it. Gives me a few minutes.",41,S2,
1390,14,48,Conference,1,1,Speech,Agent, I'm going to query presentations at AAAI conference on artificial intelligence. 2020. Is that all right with you?,7,S5,
1391,14,49,Conference,1,1,Speech,User, Yes.,5,S10,
1392,14,50,Conference,1,1,Speech,Agent, Okay. Please Let me look into it. Give me a few minutes.,7,S2,
1393,14,,Conference,1,1,Search,Agent,,10,,SR1
1394,14,,Conference,1,1,Search,Agent,,10,,SR2
1395,14,51,Conference,1,1,Speech,Agent,I have found a list of workshops. Here are the 1st 3 W1 Effective contest Analysis Afcon 2020 Interactive Effective response W2 Artificial intelligence for cybersecurity A I P s W3 Artificial intelligence for education.,26,S4,
1396,14,52,Conference,1,1,Speech,User,Joanna can you name any famous individuals presenting in the conference,13,S1,
1397,14,53,Conference,1,1,Speech,User," Bye, Joanna.",10,S12,
1398,14,1,Perfume,2,0,Speech,User," Hi, Joanna.",2,S12,
1399,14,2,Perfume,2,0,Speech,Agent, Hi. I am Joanna. How may I help you today?,8,S12,
1400,14,3,Perfume,2,0,Speech,User,Joanna which perfumes are best sellers this christmas,10,S1,
1401,14,4,Perfume,2,0,Speech,Agent, I'm having a problem processing the request. Can you restate the question slowly?,7,S9,
1402,14,5,Perfume,2,0,Speech,User, Can you share which are the best perfume to get this christmas,7,S1,
1403,14,6,Perfume,2,0,Speech,Agent, do you have any specific preferences? It could help me narrow the results down.,6,S5,
1404,14,7,Perfume,2,0,Speech,User," Yes, I need Bergamot as one of the scent in the perfume.",21,S6,
1405,14,8,Perfume,2,0,Speech,Agent,will the perfume be for women or men?,3,S5,
1406,14,9,Perfume,2,0,Speech,User, it will be for my dad.,6,S6,
1407,14,10,Perfume,2,0,Speech,Agent, Okay. Please let me look into it. Gives me a few minutes.,21,S2,
1408,14,,Perfume,2,0,Search,Agent,,58,,SR1
1409,14,,Perfume,2,0,Search,Agent,,58,,SR3
1410,14,,Perfume,2,0,Search,Agent,,58,,SR2
1411,14,11,Perfume,2,0,Speech,Agent, I have found Aqua di Parma Colonia Pura for 116 U. S. Dollars and 42 cents for 100ml,10,S4,
1412,14,12,Perfume,2,0,Speech,User,Joanna can you repeat,4,S9,
1413,14,13,Perfume,2,0,Speech,Agent, I have found Aqua di Parma Colonia Pura for 116 U. S. Dollars and 42 cents for 100ml,9,S9,
1414,14,,Perfume,2,0,Search,Agent,,9,,SR3
1415,14,14,Perfume,2,0,Speech,User,Joanna is there a sale happening in that perfume?,8,S1,
1416,14,15,Perfume,2,0,Speech,Agent," Okay, Please let me look into it. Gives me a few minutes.",13,S2,
1417,14,,Perfume,2,0,Search,Agent,,57,,SR1
1418,14,,Perfume,2,0,Search,Agent,,57,,SR3
1419,14,,Perfume,2,0,Search,Agent,,57,,SR2
1420,14,16,Perfume,2,0,Speech,Agent, I have found it on Amazon for $76.5 with prime.,8,S4,
1421,14,17,Perfume,2,0,Speech,User,Joanna can you share other men's perfume with Bergamot as one of the nodes?,9,S1,
1422,14,18,Perfume,2,0,Speech,Agent," Okay, Please let me look into it. Give me a few minutes.",5,S2,
1423,14,,Perfume,2,0,Search,Agent,,9,,SR4
1424,14,19,Perfume,2,0,Speech,Agent, This is what I found from the top results. Popular men's perfume with the Bergamot aroma are one Tom Ford Venetian Bergamot two Byredo Palermo three Rojo Parfums Elysium And four Aqua Di Parma. Do you want to know more about any of the above perfumes? Or would you like me to start a new query with different filters?,25,S4,
1425,14,20,Perfume,2,0,Speech,User,Joanna can you share the reviews of the Tom Ford perfume?,9,S1,
1426,14,21,Perfume,2,0,Speech,Agent," Okay, please let me look into it. Gives me a few minutes.",14,S2,
1427,14,,Perfume,2,0,Search,Agent,,25,,SR1
1428,14,,Perfume,2,0,Search,Agent,,25,,SR3
1429,14,,Perfume,2,0,Search,Agent,,15,,SR3
1430,14,22,Perfume,2,0,Speech,Agent, Here is what I found. Tom Ford Private Blend Venetian Bergamot 198 U. S. Dollars for 50 milliliters and two stars with two ratings.,27,S4,
1431,14,23,Perfume,2,0,Speech,User,Joanna what are the average reviews for ther Aqua perfume,19,S1,
1432,14,24,Perfume,2,0,Speech,Agent,Aqua Di Parma?,2,S5,
1433,14,25,Perfume,2,0,Speech,User, Yes.,3,S10,
1434,14,26,Perfume,2,0,Speech,Agent, Okay. Please let me look into it. Gives me a few minutes.,5,S2,
1435,14,,Perfume,2,0,Search,Agent,,28,,SR3
1436,14,,Perfume,2,0,Search,Agent,,28,,SR1
1437,14,,Perfume,2,0,Search,Agent,,28,,SR2
1438,14,27,Perfume,2,0,Speech,Agent, Here is what I found Aqua Di Parma Colonia Pura of the nose behind this is Francois Demachy. Perfume rating. 4.6 out of 5 with 247 votes.,20,S4,
1439,14,28,Perfume,2,0,Speech,User,Joanna can you repeat,7,S9,
1440,14,29,Perfume,2,0,Speech,Agent, Here is what I found Aqua Di Parma Colonia Pura of the nose behind this is Francois Demachy. Perfume rating. 4.6 out of 5 with 247 votes.,21,S9,
1441,14,30,Perfume,2,0,Speech,User,Joanna will my dad like the Aqua Di Parma perfume,13,S1,
1442,14,31,Perfume,2,0,Speech,Agent, I will not be able to answer that question.,7,S2,
1443,14,32,Perfume,2,0,Speech,User,Joanna can you share which perfume are in season and with bergamot in them,14,S1,
1444,14,33,Perfume,2,0,Speech,Agent," Okay, Please let me look into it. Gives me a few minutes.",6,S2,
1445,14,,Perfume,2,0,Search,Agent,,27,,SR3
1446,14,34,Perfume,2,0,Speech,Agent," These are the three perfumes for men with Bergamot for the fall and winter season.  one Giorgio Armani code suitable for winter Best prices. $85 for 125 milliliters. Contains bergamot, lemon, pepper.  two Jean Paul Gautier ultra male, suitable for fall and winter. Best prices is $71 for 125 milliliters. Contains pear, mint, Bergamot and lavender and  three victor and rolf Spicebomb suitable for winter. Best price is $52 for 50 million levers. Contains Bergemot, pepper and Elemi",70,S4,
1447,14,35,Perfume,2,0,Speech,User,Joanna can restate the price of Victor and Rolf Spicebomb perfume,8,S9,
1448,14,36,Perfume,2,0,Speech,Agent," victor and rolf spice bomb suitable for winter. Best price is $52 for 50 ml contains bergamot, pepper and elemi",13,S9,
1449,14,37,Perfume,2,0,Speech,User,Joanna where can I purchase Victor and Rolf Spicebomb,8,S1,
1450,14,38,Perfume,2,0,Speech,Agent," Okay, please let me look into it. Gives me a few minutes",6,S2,
1451,14,,Perfume,2,0,Search,Agent,,11,,SR1
1452,14,39,Perfume,2,0,Speech,Agent," you could buy from Macy's, fragrancenet.com, Walmart or Amazon",17,S4,
1453,14,40,Perfume,2,0,Speech,User,Bye Joanna,-2617,S12,
1454,15,1,Sickness,0,0,Speech,User, hey Joanna,2,S12,
1455,15,2,Sickness,0,0,Speech,Agent, Hi. I am Joanna. How may I help you today?,4,S12,
1457,15,3,Sickness,0,0,Speech,User," Why am I? Sneezing every morning, and have red eyes.",14,S1,
1458,15,4,Sickness,0,0,Speech,Agent, I'm having a problem processing your request. Can you restate the question slowly?,6,S9,
1459,15,6,Sickness,0,0,Speech,User, Why am I sneezing every morning?,6,S1,
1460,15,7,Sickness,0,0,Speech,Agent, Can you tell me more about what you are looking for? I am a good listener. Just saying,15,S5,
1461,15,8,Sickness,0,0,Speech,Agent," Okay, please let me look into it. Gives me a few minutes.",5,S2,
1462,15,,Sickness,0,0,Search,Agent,,6,,SR3
1463,15,9,Sickness,0,0,Speech,Agent," This is from Cigna. Allergic rhinitis, often called allergies or hay Fever occurs when your immune system overreacts to particles in the air that you breathe. You are allergic to them. Your immune system attacks the particles in your body causing symptoms. Such as sneeze and runny nose.",17,S4,
1464,15,10,Sickness,0,0,Speech,User, What are some medicines or home remedies for those allergies?,7,S1,
1465,15,11,Sickness,0,0,Speech,Agent, Okay. Please let me look into it. Gives me a few minutes.,5,S2,
1466,15,,Sickness,0,0,Search,Agent,,7,,SR4
1468,15,12,Sickness,0,0,Speech,Agent," This is the summary of information found on Signa and Health Line.  There is no permanent cure for allergic rhinitis. One of the best things you can do is to avoid the things that cause your allergies. You can take anti histamines to treat allergies. You can also use decongestants to relieve a stuffy nose and Sinus pressure. Eye dropps and nasal sprays can help relieve itchiness. Your doctor, may recommend immunotherapy or allergiy shots.",26,S4,
1469,15,13,Sickness,0,0,Speech,Agent," If you have severe allergies,",3,S4,
1470,15,15,Sickness,0,0,Speech,User, where can I get anti histamines?,5,S1,
1471,15,16,Sickness,0,0,Speech,Agent," Okay, please let me look into it. Gives me a few minutes.",6,S2,
1472,15,,Sickness,0,0,Search,Agent,,13,,SR1
1473,15,,Sickness,0,0,Search,Agent,,13,,SR2
1474,15,17,Sickness,0,0,Speech,Agent, You could buy anti histamines at any local pharmacy?,5,S4,
1475,15,18,Sickness,0,0,Speech,User," Bye, Joanna.",6,S12,
1476,15,1,Conference,1,0,Speech,User," Hi, Joanna.",3,S12,
1477,15,2,Conference,1,0,Speech,Agent, Hi. I am Joanna. How may I help you today?,4,S12,
1478,15,3,Conference,1,0,Speech,User, What is the difference between artificial intelligence and natural language processing?,8,S1,
1479,15,4,Conference,1,0,Speech,Agent," Okay, Please let me look into it. Gives me a few minutes.",6,S2,
1480,15,,Conference,1,0,Search,Agent,,33,,SR1
1481,15,,Conference,1,0,Search,Agent,,33,,SR2
1482,15,5,Conference,1,0,Speech,Agent, Here is what I found. Artificial intelligence. A I. The broad discipline of creating intelligent machines were as natural language processing NLP refers to systems that can understand language.,26,S4,
1483,15,6,Conference,1,0,Speech,User, What natural language processing conferences are there in 2020.,9,S1,
1484,15,7,Conference,1,0,Speech,Agent, Do you have any specific preferences? It could help me narrow the results down.,6,S5,
1485,15,8,Conference,1,0,Speech,User, I would like to find one in Europe.,6,S6,
1486,15,9,Conference,1,0,Speech,Agent, Please give me a moment to surge. I will try to be fast.,12,S2,
1487,15,10,Conference,1,0,Speech,Agent, I'm having a problem processing the request. Can you restate the question Slowly,6,S9,
1488,15,11,Conference,1,0,Speech,User, What? Natural language processing conferences are in Europe in 2020.,8,S1,
1489,15,12,Conference,1,0,Speech,Agent, Okay. Please let me look into it. Gives me a few minutes.,5,S2,
1490,15,,Conference,1,0,Search,Agent,,43,,SR3
1492,15,13,Conference,1,0,Speech,Agent," This is the best one which I found  IEEE International conference on the acoustics speech and signal processing. It will be held between May 4th 2020 and May 8th 2020 in Barcelona, Spain.",15,S4,
1494,15,14,Conference,1,0,Speech,Agent," Reliance  International Conference on Language Resource and evaluation. It will be held between May 13th 2020 and may 15 2020 in Marseilles, France.",11,S4,
1497,15,16,Conference,1,0,Speech,Agent," Also Interspeech  It will be held between September 15 2019 and September 19 2019 of Graz, Austria,",11,S4,
1499,15,18,Conference,1,0,Speech,Agent," and finally  international Conference on Computational Linguistics. It will be held between September 15 2020 and September 18 2020 in Barcelona, Spain",24,S4,
1500,15,21,Conference,1,0,Speech,User, Are there any artificial intelligence conferences in Asia?,10,S1,
1501,15,23,Conference,1,0,Speech,Agent," Okay, Please let me look into it. Gives me a few minutes.",6,S2,
1502,15,,Conference,1,0,Search,Agent,,13,,SR3
1504,15,24,Conference,1,0,Speech,Agent," This is the one which I found Pacific Asia conference on knowledge, Discovery and data mining. It will be held between May 11th 2020 and may 14th 2020 at Singapore, Singapore.",13,S4,
1506,15,25,Conference,1,0,Speech,Agent,"As well as  International conference on computer vision. It will be held between October 27 2019 and November 3rd, 2019. Its seoul. South Korea.",11,S4,
1508,15,27,Conference,1,0,Speech,Agent," There is another one  conference on empirical methods and natural language processing. It will be held between December 3rd 2019 in December 7th 2019 at Hong Kong, Hong Kong.",23,S4,
1509,15,29,Conference,1,0,Speech,User," Bye, Joanna.",6,S12,
1510,15,1,Perfume,2,1,Speech,User," Hey, Joanna.",4,S12,
1511,15,2,Perfume,2,1,Speech,Agent, Hi. I am Joanna. How may I help you today?,5,S12,
1512,15,3,Perfume,2,1,Speech,User, What Men's perfume have Bergamot in them?,8,S1,
1513,15,4,Perfume,2,1,Speech,Agent," Okay, please let me look into it. Gives me a few minutes.",4,S2,
1514,15,,Perfume,2,1,Search,Agent,,11,,SR1
1515,15,5,Perfume,2,1,Speech,Agent, Based on what you said. I am running a query. Men's perfume Bergamot. Am I correct?,7,S5,
1516,15,6,Perfume,2,1,Speech,User, Yes.,2,S10,
1517,15,7,Perfume,2,1,Speech,Agent, Okay. Please let me look into it. Give me a few minutes.,5,S2,
1518,15,,Perfume,2,1,Search,Agent,,11,,SR4
1519,15,8,Perfume,2,1,Speech,Agent," This is what I found from the top results. Popular men's perfume with a Bergamot aroma are one Tom Ford, Venetian Bergamot two Byredo Palermo three Roja Parfums Elysium and four Aqua Di Parma. Do you want to know more about any of the above perfumes?",22,S4,
1520,15,9,Perfume,2,1,Speech,User,Joanna can you repeat,4,S9,
1521,15,10,Perfume,2,1,Speech,Agent," This is what I found from the top results. Popular men's perfume with a Bergamot aroma are one Tom Ford, Venetian Bergamot two Byredo Palermo three Roja Parfums Elysium and four Aqua Di Parma. Do you want to know more about any of the above perfumes?",22,S9,
1522,15,11,Perfume,2,1,Speech,User, How much is Venetian Bergamot,7,S1,
1523,15,12,Perfume,2,1,Speech,Agent," Okay. Please let me look into it. Gives me a few minutes,",4,S2,
1524,15,,Perfume,2,1,Search,Agent,,6,,SR3
1525,15,,Perfume,2,1,Search,Agent,,9,,SR1
1526,15,,Perfume,2,1,Search,Agent,,9,,SR2
1527,15,13,Perfume,2,1,Speech,Agent, Tom Ford Venetian Bergamot. £158 or 204 U. S. Dollars and 37 cents for 50 milliliters.,11,S4,
1528,15,14,Perfume,2,1,Speech,User, What is the cheapest burgamot men perfume?,26,S1,
1529,15,15,Perfume,2,1,Speech,Agent, Would you like me to pick the cheapest on the list I had previously recited to you?,5,S5,
1530,15,16,Perfume,2,1,Speech,User, Yes.,10,S10,
1531,15,17,Perfume,2,1,Speech,Agent, I could not hear you properly. Can you please repeat it?,4,S9,
1532,15,18,Perfume,2,1,Speech,User, Yes.,4,S10,
1533,15,19,Perfume,2,1,Speech,Agent, Okay. Please let me look into it. Gives me a few minutes.,6,S2,
1534,15,,Perfume,2,1,Search,Agent,,20,,SR3
1535,15,,Perfume,2,1,Search,Agent,,4,,SR1
1536,15,,Perfume,2,1,Search,Agent,,4,,SR2
1537,15,20,Perfume,2,1,Speech,Agent, The Aqua di Parma. £98 or $126 for 150 milliliters.,10,S4,
1538,15,21,Perfume,2,1,Speech,User, Can you spell that for me?,5,S1,
1539,15,22,Perfume,2,1,Speech,Agent, Okay. Please let me look into it. Gives me a few minutes,26,S2,
1540,15,23,Perfume,2,1,Speech,Agent,a C Q u A d i p a r m a,8,S4,
1541,15,24,Perfume,2,1,Speech,User," Oh, and can you repeat that?",15,S9,
1542,15,25,Perfume,2,1,Speech,Agent,a C Q u A d i p a r m a,6,S9,
1543,15,26,Perfume,2,1,Speech,User,a C Q u A d i p a r m a,5,S9,
1544,15,27,Perfume,2,1,Speech,Agent," Okay, please let me look into it. Give me a few minutes.",9,S2,
1545,15,,Perfume,2,1,Search,Agent,,18,,SR1
1546,15,,Perfume,2,1,Search,Agent,,18,,SR2
1547,15,28,Perfume,2,1,Speech,Agent, I am going to query Aqua di Parma Blu Mediterraneo. Bergama Di Calabaria locations.  Is that all right with you?,8,S5,
1548,15,29,Perfume,2,1,Speech,User, Yes.,4,S10,
1549,15,30,Perfume,2,1,Speech,Agent, Okay. Please let me look into it. Give me a few minutes.,8,S2,
1550,15,,Perfume,2,1,Search,Agent,,6,,SR1
1551,15,,Perfume,2,1,Search,Agent,,6,,SR2
1552,15,31,Perfume,2,1,Speech,Agent, The top results point me towards Sephora and Nordstrom. I am sure you can also find it on Amazon.,13,S4,
1553,15,32,Perfume,2,1,Speech,User,Bye Joanna,-996,S12,
1554,16,1,Sickness,0,0,Speech,User," Hi, Joanna",2,S12,
1555,16,2,Sickness,0,0,Speech,Agent, Hi. I am Joanna. How may I help you today?,4,S12,
1556,16,3,Sickness,0,0,Speech,User, I'm sneezing and have red watery eyes what could be the cause.,6,S1,
1557,16,4,Sickness,0,0,Speech,Agent, Okay. Please let me look into it.,4,S2,
1558,16,,Sickness,0,0,Search,Agent,,6,,SR3
1559,16,5,Sickness,0,0,Speech,Agent," This is from Cigna. Allergic rhinitis, often called allergies or hay Fever occurs when your immune system overreacts to particles in the air that you breathe. You are allergic to them. Your immune system attacks the particles in your body, causing symptoms such as sneezing and a runny nose.",21,S4,
1560,16,6,Sickness,0,0,Speech,User," Joanna, can you repeat?",3,S9,
1561,16,7,Sickness,0,0,Speech,Agent," This is from Cigna. Allergic rhinitis, often called allergies or hay fever occurs when your immune system overreacts to particles in the air that you breathe. You are allergic to them. Your immune system attacks the particles in your body, causing symptoms such as sneezing and a running nose.",32,S9,
1562,16,8,Sickness,0,0,Speech,User, What are some medicine or home remedies to allergies?,7,S1,
